011,北海道地方
012,東北地方
013,北陸地方
014,関東甲信地方
015,小笠原地方
016,東海地方
017,近畿地方
018,中国地方
019,四国地方
020,九州地方
021,沖縄地方
00100,石狩地方北部
00101,石狩地方中部
00102,石狩地方南部
00105,渡島地方北部
00106,渡島地方東部
00107,渡島地方西部
00110,檜山地方
00115,後志地方北部
00116,後志地方東部
00117,後志地方西部
00120,空知地方北部
00121,空知地方中部
00122,空知地方南部
00125,上川地方北部
00126,上川地方中部
00127,上川地方南部
00130,留萌地方中北部
00131,留萌地方南部
00135,宗谷地方北部
00136,宗谷地方南部
00140,網走地方
00141,北見地方
00142,紋別地方
00145,胆振地方西部
00146,胆振地方中東部
00150,日高地方西部
00151,日高地方中部
00152,日高地方東部
00155,十勝地方北部
00156,十勝地方中部
00157,十勝地方南部
00160,釧路地方北部
00161,釧路地方中南部
00165,根室地方北部
00166,根室地方中部
00167,根室地方南部
00180,北海道南西沖
00181,北海道西方沖
00182,石狩湾
00183,北海道北西沖
00184,宗谷海峡
00186,国後島付近
00187,択捉島付近
00188,北海道東方沖
00189,根室半島南東沖
00190,釧路沖
00191,十勝沖
00192,浦河沖
00193,苫小牧沖
00194,内浦湾
00195,宗谷東方沖
00196,網走沖
00197,択捉島南東沖
00200,青森県津軽北部
00201,青森県津軽南部
00202,青森県三八上北地方
00203,青森県下北地方
00210,岩手県沿岸北部
00211,岩手県沿岸南部
00212,岩手県内陸北部
00213,岩手県内陸南部
00220,宮城県北部
00221,宮城県南部
00222,宮城県中部
00230,秋田県沿岸北部
00231,秋田県沿岸南部
00232,秋田県内陸北部
00233,秋田県内陸南部
00240,山形県庄内地方
00241,山形県最上地方
00242,山形県村山地方
00243,山形県置賜地方
00250,福島県中通り
00251,福島県浜通り
00252,福島県会津
00280,津軽海峡
00281,山形県沖
00282,秋田県沖
00283,青森県西方沖
00284,陸奥湾
00285,青森県東方沖
00286,岩手県沖
00287,宮城県沖
00288,三陸沖
00289,福島県沖
00300,茨城県北部
00301,茨城県南部
00309,千葉県南東沖
00310,栃木県北部
00311,栃木県南部
00320,群馬県北部
00321,群馬県南部
00330,埼玉県北部
00331,埼玉県南部
00332,埼玉県秩父地方
00340,千葉県北東部
00341,千葉県北西部
00342,千葉県南部
00349,房総半島南方沖
00350,東京都２３区
00351,東京都多摩東部
00352,東京都多摩西部
00360,神奈川県東部
00361,神奈川県西部
00370,新潟県上越地方
00371,新潟県中越地方
00372,新潟県下越地方
00378,新潟県下越沖
00379,新潟県上中越沖
00380,富山県東部
00381,富山県西部
00390,石川県能登地方
00391,石川県加賀地方
00400,福井県嶺北
00401,福井県嶺南
00411,山梨県中・西部
00412,山梨県東部・富士五湖
00420,長野県北部
00421,長野県中部
00422,長野県南部
00430,岐阜県飛騨地方
00431,岐阜県美濃東部
00432,岐阜県美濃中西部
00440,静岡県伊豆地方
00441,静岡県東部
00442,静岡県中部
00443,静岡県西部
00450,愛知県東部
00451,愛知県西部
00460,三重県北部
00461,三重県中部
00462,三重県南部
00469,三重県南東沖
00471,茨城県沖
00472,関東東方沖
00473,千葉県東方沖
00475,八丈島東方沖
00476,八丈島近海
00477,東京湾
00478,相模湾
00480,伊豆大島近海
00481,伊豆半島東方沖
00482,三宅島近海
00483,新島・神津島近海
00485,駿河湾
00486,駿河湾南方沖
00487,遠州灘
00489,三河湾
00490,伊勢湾
00492,若狭湾
00493,福井県沖
00494,石川県西方沖
00495,能登半島沖
00497,富山湾
00498,佐渡付近
00499,東海道南方沖
00500,滋賀県北部
00501,滋賀県南部
00510,京都府北部
00511,京都府南部
00520,大阪府北部
00521,大阪府南部
00530,兵庫県北部
00531,兵庫県南東部
00532,兵庫県南西部
00540,奈良県
00550,和歌山県北部
00551,和歌山県南部
00560,鳥取県東部
00562,鳥取県中部
00563,鳥取県西部
00570,島根県東部
00571,島根県西部
00580,岡山県北部
00581,岡山県南部
00590,広島県北部
00591,広島県南東部
00592,広島県南西部
00600,徳島県北部
00601,徳島県南部
00610,香川県東部
00611,香川県西部
00620,愛媛県東予
00621,愛媛県中予
00622,愛媛県南予
00630,高知県東部
00631,高知県中部
00632,高知県西部
00673,土佐湾
00674,紀伊水道
00675,大阪湾
00676,播磨灘
00677,瀬戸内海中部
00678,安芸灘
00679,周防灘
00680,伊予灘
00681,豊後水道
00682,山口県北西沖
00683,島根県沖
00684,鳥取県沖
00685,隠岐島近海
00686,兵庫県北方沖
00687,京都府沖
00688,淡路島付近
00689,和歌山県南方沖
00700,山口県北部
00702,山口県西部
00703,山口県東部
00704,山口県中部
00710,福岡県福岡地方
00711,福岡県北九州地方
00712,福岡県筑豊地方
00713,福岡県筑後地方
00720,佐賀県北部
00721,佐賀県南部
00730,長崎県北部
00731,長崎県南西部
00732,長崎県島原半島
00740,熊本県阿蘇地方
00741,熊本県熊本地方
00742,熊本県球磨地方
00743,熊本県天草・芦北地方
00750,大分県北部
00751,大分県中部
00752,大分県南部
00753,大分県西部
00760,宮崎県北部平野部
00761,宮崎県北部山沿い
00762,宮崎県南部平野部
00763,宮崎県南部山沿い
00770,鹿児島県薩摩地方
00771,鹿児島県大隅地方
00783,五島列島近海
00784,天草灘
00785,有明海
00786,橘湾
00787,鹿児島湾
00790,種子島近海
00791,日向灘
00793,奄美大島近海
00795,壱岐・対馬近海
00796,福岡県北西沖
00797,薩摩半島西方沖
00798,トカラ列島近海
00799,奄美大島北西沖
00820,大隅半島東方沖
00821,九州地方南東沖
00822,種子島南東沖
00823,奄美大島北東沖
00850,沖縄本島近海
00851,南大東島近海
00852,沖縄本島南方沖
00853,宮古島近海
00854,石垣島近海
00855,石垣島南方沖
00856,西表島付近
00857,与那国島近海
00858,沖縄本島北西沖
00859,宮古島北西沖
00860,石垣島北西沖
00900,台湾付近
00901,東シナ海
00902,四国沖
00903,鳥島近海
00904,鳥島東方沖
00905,オホーツク海南部
00906,サハリン西方沖
00907,日本海北部
00908,日本海中部
00909,日本海西部
00911,父島近海
00912,千島列島
00913,千島列島南東沖
00914,北海道南東沖
00915,東北地方東方沖
00916,小笠原諸島西方沖
00917,硫黄島近海
00918,小笠原諸島東方沖
00919,南海道南方沖
00920,薩南諸島東方沖
00921,本州南方沖
00922,サハリン南部付近
00930,北西太平洋
00932,マリアナ諸島
00933,黄海
00934,朝鮮半島南部
00935,朝鮮半島北部
00936,中国東北部
00937,ウラジオストク付近
00938,シベリア南部
00939,サハリン近海
00940,アリューシャン列島
00941,カムチャツカ半島付近
00942,北米西部
00943,北米中部
00944,北米東部
00945,中米
00946,南米西部
00947,南米中部
00948,南米東部
00949,北東太平洋
00950,南太平洋
00951,インドシナ半島付近
00952,フィリピン付近
00953,インドネシア付近
00954,グアム付近
00955,ニューギニア付近
00956,ニュージーランド付近
00957,オーストラリア付近
00958,シベリア付近
00959,ロシア西部
00960,ロシア中部
00961,ロシア東部
00962,中央アジア
00963,中国西部
00964,中国中部
00965,中国東部
00966,インド付近
00967,インド洋
00968,中東
00969,ヨーロッパ西部
00970,ヨーロッパ中部
00971,ヨーロッパ東部
00972,地中海
00973,アフリカ西部
00974,アフリカ中部
00975,アフリカ東部
00976,北大西洋
00977,南大西洋
00978,北極付近
00979,南極付近
00999,遠地
