09011,北海道道央,
09012,北海道道南,
09013,北海道道北,
09014,北海道道東,
09700,北海道南西沖,
09701,北海道西方沖,
09702,石狩湾,
09703,北海道北西沖,
09704,宗谷海峡,
09705,国後島付近,
09706,択捉島付近,
09707,北海道東方沖,
09708,根室半島沖,
09709,釧路沖,
09710,十勝沖,
09711,浦河沖,
09712,苫小牧沖,
09713,内浦湾,
09714,宗谷東方沖,
09715,網走沖,
09716,択捉島南東沖,
09020,青森県,
09030,岩手県,
09040,宮城県,
09050,秋田県,
09060,山形県,
09207,福島県,
09730,津軽海峡,
09731,山形沖,
09732,秋田沖,
09733,青森西方沖,
09734,陸奥湾,
09735,青森東方沖,
09736,岩手沖,
09737,宮城沖,
09738,三陸沖,
09739,福島沖,
09080,茨城県,
09760,千葉南東沖,
09090,栃木県,
09100,群馬県,
09110,埼玉県,
09120,千葉県,
09761,千葉南方沖,
09130,東京,
09140,神奈川県,
09150,新潟県,
09372,新潟沖,
09160,富山県,
09170,石川県,
09180,福井県,
09190,山梨県,
09200,長野県,
09210,岐阜県,
09220,静岡県,
09230,愛知県,
09240,三重県,
09762,三重南東沖,
09763,茨城沖,
09764,関東東方沖,
09765,千葉東方沖,
09766,関東南方沖,
09767,伊豆諸島近海,
09768,東京湾,
09769,相模湾,
09770,伊豆東方沖,
09771,静岡沖,静岡沖(コード番号：9771)については、愛知県の一部が含まれる。
09772,三河湾,
09773,伊勢湾,
09774,若狭湾,
09775,福井沖,
09776,石川西方沖,
09777,能登半島沖,
09778,富山湾,
09779,佐渡付近,
09780,東海道沖,
09250,滋賀県,
09260,京都府,
09270,大阪府,
09280,兵庫県,
09290,奈良県,
09300,和歌山県,
09310,鳥取県,
09320,島根県,
09330,岡山県,
09340,広島県,
09360,徳島県,
09370,香川県,
09380,愛媛県,
09390,高知県,
09790,土佐湾,
09791,紀伊水道,
09792,大阪湾,
09793,播磨灘,
09794,瀬戸内海,
09795,安芸灘,
09796,周防灘,
09797,伊予灘,
09798,豊後水道,
09799,山口北西沖,
09800,島根沖,
09801,鳥取沖,
09802,隠岐島近海,
09803,兵庫北方沖,
09804,京都沖,
09805,淡路島付近,
09806,和歌山沖,
09350,山口県,
09400,福岡県,
09410,佐賀県,
09420,長崎県,
09430,熊本県,
09440,大分県,
09450,宮崎県,
09460,鹿児島県,
09820,五島列島近海,
09821,天草灘,
09822,有明海,
09823,橘湾,
09824,鹿児島湾,
09825,種子島近海,
09826,日向灘,
09827,奄美大島近海,
09828,対馬近海,
09829,福岡北西沖,
09830,鹿児島西方沖,
09831,薩南諸島近海,
09832,鹿児島東方沖,鹿児島東方沖(コード番号：9832)については、宮崎県の一部が含まれる。
09833,九州南東沖,
09471,沖縄本島近海,
09472,南大東島近海,
09850,沖縄南方沖,
09473,宮古島近海,
09851,石垣島近海,
09852,石垣島南方沖,
09853,西表島付近,
09854,与那国島近海,
09855,宮古島北西沖,
09856,石垣島北西沖,
09900,台湾付近,
09901,東シナ海,
09902,四国沖,
09903,鳥島近海,
09904,鳥島東方沖,
09905,オホーツク海,
09906,サハリン付近,
09907,日本海北部,
09908,日本海中部,
09909,日本海西部,
09781,父島近海,
09910,南海道南方沖,
09911,サハリン南部,
09912,朝鮮半島南部,
